X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13557588.55,4476072.366,2091,08FG0866,08-1531,2008/02/23 00:00:00+00,828,Inland,Fresh Water,Yes,Coyote Creek,San Jose,Santa Clara,37.264733,-121.789877
-13557600.69,4580715.94,2092,08FG1039,Aug-42,2008/03/08 00:00:00+00,810,Inland,Fresh Water,Yes,Lake Alhambra,Antioch,Contra Costa,38.009127,-121.789986
-13557909.27,4575181.485,2093,08FG2809,Aug-91,2008/08/25 00:00:00+00,1230,Inland,Fresh Water,Yes,Storm drain,Antioch,Contra Costa,37.969944,-121.792758
-13558499.8,4426799.765,2094,08FG0122,08-0163,2008/01/05 00:00:00+00,1000,Inland,Fresh Water,Yes,Harkins Slough,Watsonville,Santa Cruz,36.91165,-121.798063
-13558507.62,4673455.519,2095,08FG1337,Aug-05,2008/04/07 00:00:00+00,845,Inland,Fresh Water,Yes,storm drain to Yolo By-pass,Woodland,Yolo,38.662588,-121.798133
-13558513.5,4485011.135,2096,08FG2287,Aug-80,2008/07/07 00:00:00+00,1300,Inland,Fresh Water,Yes,"Norwood Creek, Babb Creek, Thompson Creek",San Jose,Santa Clara,37.328611,-121.798186
-13558768.54,4581215.25,2097,08FG0123,08-0164,2008/01/05 00:00:00+00,905,Inland,Fresh Water,Yes,East Antioch Creek,Antioch,Contra Costa,38.012661,-121.800477
-13559382.02,4580791.386,2098,08FG1241,Aug-85,2008/03/27 00:00:00+00,2235,Inland,Fresh Water,Yes,Storm Drain and contained in the storm drain,Antioch,Contra Costa,38.009661,-121.805988
-13560036.01,4395577.803,2099,08FG0178,08-0254,2008/01/07 00:00:00+00,1400,Marine,Marine,Yes,Salinas River,Marina,Monterey,36.687066,-121.811863
-13560629.14,4581914.663,2100,08FG3881,Aug-93,2008/12/09 00:00:00+00,1530,Inland,Fresh Water,Yes,San Joaquin River,Antioch,Contra Costa,38.017611,-121.817191
-13560674.65,4420661.694,2101,08FG0207,08-0307,2008/01/05 00:00:00+00,1224,Inland,Fresh Water,Yes,Watsonville Slough,Watsonville,Santa Cruz,36.86755,-121.8176
-13560744.46,4491981.669,2102,08FG3676,Aug-43,2008/11/20 00:00:00+00,1300,Inland,Fresh Water,Yes,storm drain,San Jose,Santa Clara,37.378386,-121.818227
-13561050.04,4582313.421,2103,08FG1290,Aug-97,2008/04/02 00:00:00+00,1249,Marine,Marine,Yes,San Joaquin River,Antioch,Contra Costa,38.020433,-121.820972
-13561116.83,4582263.54,2104,08FG1766,Aug-60,2008/05/16 00:00:00+00,1900,Marine,Marine,Yes,San Joaquin River,Antioch,Contra Costa,38.02008,-121.821572
-13561267.43,4430135.854,2105,08FG3092,Aug-81,2008/09/22 00:00:00+00,1030,Inland,Fresh Water,Yes,Unnamed Creek,Aptos,Santa Cruz,36.935608,-121.822925
-13562804.52,4335804.579,2106,08FG3652,Aug-78,2008/11/17 00:00:00+00,1400,Marine,Marine,Yes,Pacific Ocean,Big Sur,Monterey,36.255275,-121.836733
-13562909.95,4468996.615,2107,08FG0388,08-0685,2008/01/23 00:00:00+00,1,Inland,Fresh Water,Yes,Alamitos Creek,San Jose,Santa Clara,37.21413,-121.83768
-13562985.79,4832315.001,2108,08FG0076,08-0098,2008/01/04 00:00:00+00,800,Inland,Fresh Water,Yes,storm drain,Chico,Butte,39.768197,-121.838361
-13563306.37,4585061.76,2109,08FG3473,Aug-27,2008/10/30 00:00:00+00,1537,Marine,Marine,Yes,Spoonbill Creek,Pittsburg,Contra Costa,38.03988,-121.841241
-13563444.98,4743663.39,2110,08FG2445,Aug-66,2008/07/22 00:00:00+00,2113,Inland,Fresh Water,Yes,Butte Slough,Meridian,Sutter,39.153358,-121.842486
-13564623.37,4381569.44,2111,08FG3739,Aug-81,2008/11/26 00:00:00+00,1439,Inland,Fresh Water,Yes,UNK,Monterey,Monterey,36.586088,-121.853072
-13565116.55,4763112.462,2112,08FG0240,08-0376,2008/01/04 00:00:00+00,800,Inland,Fresh Water,Yes,Puddles,Live Oak,Sutter,39.288711,-121.857502
-13565359,4636430.292,2113,08FG4064,Aug-77,2008/12/27 00:00:00+00,1530,Inland,Fresh Water,Yes,Drainage Canal,Dixon,Solano,38.402408,-121.85968
-13565384.37,4541225.404,2114,08FG1671,Aug-44,2008/05/07 00:00:00+00,1700,Inland,Fresh Water,Yes,drainage canal/Passa Jara Creek,Dublin,Alameda,37.729083,-121.859908
-13566190.77,4583933.053,2115,08FG3414,Aug-98,2008/10/24 00:00:00+00,1730,Marine,Marine,Yes,Suisun Bay,Pittsburg,Contra Costa,38.031894,-121.867152
-13566482.41,4384081.82,2116,08FG0533,08-0875,2008/01/28 00:00:00+00,1330,Marine,Marine,Yes,"Monterey Bay, Pacific Ocean",MONTEREY,Monterey,36.604208,-121.869772
-13566516.19,4929332.845,2117,08FG1258,Aug-30,2008/03/29 00:00:00+00,1415,Inland,Fresh Water,Yes,Canal that leads to unknown location.,Manton,Tehama,40.434822,-121.870075
-13566888.06,4383034.507,2118,08FG0338,08-0586,2008/01/20 00:00:00+00,1450,Inland,Fresh Water,Yes,Lake Del Monte,Monterey,Monterey,36.596655,-121.873416
-13567282.93,4583881.61,2119,08FG3579,Aug-92,2008/11/10 00:00:00+00,1443,Inland,Fresh Water,Yes,Storm Drain / San Joaquin River,Pittsburg,Contra Costa,38.03153,-121.876963
-13567694.24,4490057.885,2120,08FG2507,Aug-99,2008/07/27 00:00:00+00,1500,Inland,Fresh Water,Yes,Storm drain,San Jose,Santa Clara,37.364652,-121.880658
-13567941.03,4433704.393,2121,08FG2335,Aug-07,2008/07/11 00:00:00+00,1805,Inland,Fresh Water,Yes,drainage ditch on private property,Aptos,Santa Cruz,36.961227,-121.882875
-13568110.48,4585152.079,2122,08FG2498,Aug-74,2008/07/27 00:00:00+00,1200,Marine,Marine,Yes,Near the Pittsburg Marina,Antioch,Contra Costa,38.040519,-121.884397
-13568112.02,4433837.162,2123,08FG2849,Aug-11,2008/08/29 00:00:00+00,654,Inland,Fresh Water,Yes,storm drain,Aptos,Santa Cruz,36.96218,-121.884411
-13568120.37,4481991.187,2124,08FG1893,Aug-74,2008/05/30 00:00:00+00,1250,Inland,Fresh Water,Yes,Guadeloupe River,San Jose,Santa Clara,37.307036,-121.884486
-13568155.33,4481983.35,2125,08FG1783,Aug-99,2008/05/18 00:00:00+00,1900,Inland,Fresh Water,Yes,Guadalupe River,San Jose,Santa Clara,37.30698,-121.8848
-13568168.23,4384493.535,2126,08FG2433,Aug-46,2008/07/22 00:00:00+00,930,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.607177,-121.884916
-13568321.31,4584873.775,2127,08FG4065,Aug-78,2008/12/26 00:00:00+00,2000,Marine,Marine,Yes,San Joaquin River,Pittsburg,Contra Costa,38.03855,-121.886291
-13568433.84,4383477.103,2128,08FG0963,08-1755,2008/03/01 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm drain to the Pacific Ocean,Pacific Grove,Monterey,36.599847,-121.887302
-13568496.29,4384481.193,2129,08FG2047,Aug-09,2008/06/13 00:00:00+00,1100,Marine,Marine,Yes,Pacific Ocean,Monterey,Monterey,36.607088,-121.887863
-13568549.85,4499874.212,2130,08FG1219,Aug-37,2008/03/26 00:00:00+00,800,Inland,Fresh Water,Yes,Storm Drain,Milpitas,Santa Clara,37.434705,-121.888344
-13568553.51,4384542.902,2131,08FG0794,08-1382,2008/02/16 00:00:00+00,1356,Marine,Marine,Yes,Cannery Row,Monterey,Monterey,36.607533,-121.888377
-13568738.74,4383902.245,2132,08FG1107,Aug-08,2008/03/17 00:00:00+00,820,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.602913,-121.890041
-13568766.02,4384507.818,2133,08FG0128,08-0172,2008/01/05 00:00:00+00,1100,Marine,Marine,Yes,Pacific Ocean,Marina,Monterey,36.60728,-121.890286
-13568770.93,4495633.539,2134,08FG1868,Aug-91,2008/05/27 00:00:00+00,1522,Inland,Fresh Water,Yes,East Penitencia Creek,San Jose,Santa Clara,37.40445,-121.89033
-13568792.86,4585901.232,2135,08FG3544,Aug-23,2008/11/07 00:00:00+00,708,Marine,Marine,Yes,"New York Slough, Suisun Bay",Antioch,Contra Costa,38.045819,-121.890527
-13568795.96,4384075.995,2136,08FG0669,08-1122,2008/02/06 00:00:00+00,1100,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.604166,-121.890555
-13568836.82,4384218.548,2137,08FG0764,08-1321,2008/02/14 00:00:00+00,200,Marine,Marine,Yes,Monterey Harbor,Monterey,Monterey,36.605194,-121.890922
-13568838.04,4384183.88,2138,08FG2030,Aug-67,2008/06/11 00:00:00+00,1300,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.604944,-121.890933
-13568863.98,4384168.904,2139,08FG3614,Aug-81,2008/11/13 00:00:00+00,1630,Marine,Marine,Yes,Monterey Harbor,Monterey,Monterey,36.604836,-121.891166
-13568901.72,4384714.722,2140,08FG3748,Aug-97,2008/11/27 00:00:00+00,1130,Marine,Marine,Yes,Monterey Harbor,Monterey,Monterey,36.608772,-121.891505
-13568968.17,4384026.768,2141,08FG0839,08-1483,2008/02/21 00:00:00+00,1030,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.603811,-121.892102
-13569043.32,4384037.446,2142,08FG1533,Aug-60,2008/04/26 00:00:00+00,1930,Marine,Marine,Yes,Monterey Harbor,Monterey,Monterey,36.603888,-121.892777
-13569045.88,4384075.579,2143,08FG0234,08-0363,2008/01/11 00:00:00+00,1000,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.604163,-121.8928
-13569050.44,4384052.144,2144,08FG0257,08-0368,2008/01/11 00:00:00+00,1030,Inland,Fresh Water,Yes,Monterey Bay,Monterey,Monterey,36.603994,-121.892841
-13569058.24,4490787.492,2145,08FG1328,Aug-89,2008/04/05 00:00:00+00,2015,Inland,Fresh Water,Yes,Coyote Creek,San Jose,Santa Clara,37.369861,-121.892911
-13569079.83,4384612.933,2146,08FG2599,Aug-30,2008/08/07 00:00:00+00,845,Marine,Marine,Yes,Monterey Harbor,Monterey,Monterey,36.608038,-121.893105
-13569162.43,4384760.208,2147,08FG1878,Aug-29,2008/05/28 00:00:00+00,615,Marine,Marine,Yes,Pacific Ocean,Monterey,Monterey,36.6091,-121.893847
-13569568.74,4384700.022,2148,08FG3831,Aug-91,2008/12/05 00:00:00+00,720,Marine,Marine,Yes,Monterey Bay,Monterey,Monterey,36.608666,-121.897497
-13569874.56,4579451.524,2149,08FG1498,Aug-72,2008/04/22 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain,Pittsburg,Contra Costa,38.000177,-121.900244
-13570036.62,4381187.504,2150,08FG1348,Aug-28,2008/04/07 00:00:00+00,1836,Inland,Fresh Water,Yes,Storm Drain/Monterey Bay,Monterey,Monterey,36.583333,-121.9017
-13570044.31,4502577.615,2151,08FG2587,Aug-93,2008/08/05 00:00:00+00,2200,Inland,Fresh Water,Yes,Contained in a dry storm basin,Milpitas,Santa Clara,37.453986,-121.901769
-13570147.61,4435008.332,2152,08FG0357,08-0617,2008/01/22 00:00:00+00,1133,Inland,Fresh Water,Yes,Contained in the Storm Drain,Aptos,Santa Cruz,36.970586,-121.902697
-13570187.8,4535517.238,2153,08FG1768,Aug-62,2008/05/16 00:00:00+00,1859,Inland,Fresh Water,Yes,Storm drain/Chabot Canal,Pleasanton,Alameda,37.688516,-121.903058
-13570374.25,4375684.848,2154,09FG0001,Aug-80,2008/12/31 00:00:00+00,1530,Inland,Fresh Water,Yes,Storm Drain,Carmel,Monterey,36.54363,-121.904733
-13570891.9,4582656.799,2155,08FG2452,Aug-91,2008/07/23 00:00:00+00,1730,Inland,Fresh Water,Yes,storm drain,Pittsburg,Contra Costa,38.022863,-121.909383
-13570931.18,4381072.302,2156,08FG0112,08-0149,2008/01/04 00:00:00+00,1600,Inland,Fresh Water,Yes,Culvert and Storm Drain to Monterey Bay,Monterey,Monterey,36.582502,-121.909736
-13571017.46,4436426.143,2157,08FG2826,Aug-37,2008/08/26 00:00:00+00,1845,Inland,Fresh Water,Yes,Storm Drain,Aptos,Santa Cruz,36.980761,-121.910511
-13571277.16,4386604.36,2158,08FG0132,08-0178,2008/01/05 00:00:00+00,740,Inland,Fresh Water,Yes,Monterey Bay,Pacific Grove,Monterey,36.622397,-121.912844
-13571331.6,4386217.945,2159,08FG0988,08-1829,2008/03/04 00:00:00+00,1619,Inland,Fresh Water,Yes,Monterey Bay,Pacific Grove,Monterey,36.619611,-121.913333
-13571334.94,4386643.196,2160,08FG0790,08-1376,2008/02/16 00:00:00+00,930,Marine,Marine,Yes,Pacific Ocean,Monterey,Monterey,36.622677,-121.913363
-13571369.02,4537021.402,2161,08FG0995,08-1847,2008/03/05 00:00:00+00,800,Inland,Fresh Water,Yes,San Francisco Bay,Pleasanton,Alameda,37.699208,-121.913669
-13571489.57,4535654.815,2162,08FG3233,Aug-03,2008/10/06 00:00:00+00,323,Inland,Fresh Water,Yes,Storm Drain / Alamo Creek,Pleasanton,Alameda,37.689494,-121.914752
-13571614.25,4482099.232,2163,08FG1388,Aug-11,2008/04/10 00:00:00+00,2054,Inland,Fresh Water,Yes,Storm drain,San Jose,Santa Clara,37.307808,-121.915872
-13571696.73,4436581.382,2164,08FG0715,08-1223,2008/02/10 00:00:00+00,1108,Inland,Fresh Water,Yes,Unknown canal,Santa Cruz,Santa Cruz,36.981875,-121.916613
-13571712.9,4742548.043,2165,08FG2152,Aug-71,2008/06/23 00:00:00+00,1340,Inland,Fresh Water,Yes,Sacramento River,Meridian,Sutter,39.145588,-121.916758
-13571800.37,4386062.19,2166,08FG4022,Aug-96,2008/12/23 00:00:00+00,1147,Inland,Fresh Water,Yes,Storm Drain,Pacific Grove,Monterey,36.618488,-121.917544
-13571843.01,4503913.659,2167,08FG3364,Aug-53,2008/10/19 00:00:00+00,745,Inland,Fresh Water,Yes,Storm Drain,Fremont,Alameda,37.463513,-121.917927
-13571962.45,4437204.173,2168,08FG1024,Aug-13,2008/03/07 00:00:00+00,1652,Inland,Fresh Water,Yes,Boregas Creek,Aptos,Santa Cruz,36.986344,-121.919
-13572011.55,4505122.655,2169,08FG1884,Aug-47,2008/05/28 00:00:00+00,1515,Inland,Fresh Water,Yes,storm drain,Fremont,Alameda,37.472133,-121.919441
-13572011.88,4491094.813,2170,08FG1064,Aug-04,2008/03/12 00:00:00+00,1300,Inland,Fresh Water,Yes,Guadalupe River Creek,San Jose,Santa Clara,37.372055,-121.919444
-13572015,4540003.359,2171,08FG4053,Aug-55,2008/12/26 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm Drain,Dublin,Alameda,37.7204,-121.919472
-13572086.68,4385367.216,2172,08FG2872,Aug-54,2008/08/30 00:00:00+00,1105,Inland,Fresh Water,Yes,Storm drain,Pacific Grove,Monterey,36.613477,-121.920116
-13572565.02,4377185.972,2173,08FG0143,08-0203,2008/01/04 00:00:00+00,600,Inland,Fresh Water,Yes, ,Carmel Highlands,Monterey,36.554463,-121.924413
-13572756.49,4385811.018,2174,08FG3429,Aug-28,2008/10/26 00:00:00+00,1849,Inland,Fresh Water,Yes,storm drain,Pacific Grove,Monterey,36.616677,-121.926133
-13573081.76,4387317.863,2175,08FG3417,Aug-06,2008/10/25 00:00:00+00,1353,Inland,Fresh Water,Yes,Pacific Ocean,Pacific Grove,Monterey,36.627541,-121.929055
-13573232.94,4376937.779,2176,08FG0514,08-0851,2008/01/28 00:00:00+00,1000,Marine,Marine,Yes,Pacific Ocean,Carmel,Monterey,36.552672,-121.930413
-13573280.04,4543336.417,2177,08FG3878,Aug-86,2008/12/09 00:00:00+00,1336,Inland,Fresh Water,Yes,Storm drain,San Ramon,Contra Costa,37.74408,-121.930836
-13573319.22,4510206.031,2178,08FG1818,Aug-97,2008/05/22 00:00:00+00,1905,Inland,Fresh Water,Yes,Storm drain,Fremont,Alameda,37.508366,-121.931188
-13573441.44,4386251.093,2179,08FG4037,Aug-22,2008/12/24 00:00:00+00,1203,Inland,Fresh Water,Yes,Storm Drain,Pacific Grove,Monterey,36.61985,-121.932286
-13573734.55,4509895.764,2180,08FG3449,Aug-71,2008/10/28 00:00:00+00,905,Inland,Fresh Water,Yes,Storm Drain,Fremont,Alameda,37.506155,-121.934919
-13574020.3,4388361.018,2181,08FG0517,08-0855,2008/01/28 00:00:00+00,1300,Marine,Marine,Yes,Monterey Bay,Pacific Grove,Monterey,36.635061,-121.937486
-13574153.56,4539882.894,2182,08FG1220,Aug-38,2008/03/26 00:00:00+00,938,Inland,Fresh Water,Yes,Storm Drain,Dublin,Alameda,37.719544,-121.938683
-13574182.95,4491610.023,2183,08FG2712,Aug-86,2008/08/16 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm Drain,San Jose,Santa Clara,37.375733,-121.938947
-13574509.12,4586481.651,2184,08FG2688,Aug-31,2008/08/14 00:00:00+00,950,Marine,Marine,Yes,San Juaquin Delta,Pittsburg,Contra Costa,38.049925,-121.941877
-13574558.65,4545441.24,2185,08FG4021,Aug-94,2008/12/23 00:00:00+00,815,Inland,Fresh Water,Yes,Tributary to lake on Canyon Lakes Golf Course.  Co,San Ramon,Contra Costa,37.75903,-121.942322
-13574673.3,4381665.791,2186,08FG0704,08-1203,2008/02/09 00:00:00+00,308,Marine,Marine,Yes,Pebble Beach,Pebble Beach,Monterey,36.586783,-121.943352
-13575037.32,4492199.086,2187,08FG1792,Aug-24,2008/05/19 00:00:00+00,1825,Inland,Fresh Water,Yes,storm drain,Santa Clara,Santa Clara,37.379938,-121.946622
-13575283.46,4626500.296,2188,08FG0376,08-0664,2008/01/23 00:00:00+00,1730,Inland,Fresh Water,Yes,Storm drain.,Vacaville,Solano,38.332469,-121.948833
-13575356.7,4536450.07,2189,08FG3697,Aug-06,2008/11/24 00:00:00+00,1000,Inland,Fresh Water,Yes,Dublin Creek,Pleasanton,Alameda,37.695147,-121.949491
-13575523.34,4474035.832,2190,08FG4096,Aug-55,2008/12/30 00:00:00+00,1230,Inland,Fresh Water,Yes,Storm drain,Los Gatos,Santa Clara,37.250172,-121.950988
-13575677.07,4379067.766,2191,08FG2124,Aug-96,2008/06/20 00:00:00+00,1300,Inland,Fresh Water,Yes,storm drain to Pacific Ocean,Pebble beach,Monterey,36.568041,-121.952369
-13575720.71,4471883.502,2192,08FG0921,08-1621,2008/02/26 00:00:00+00,1100,Inland,Fresh Water,Yes,Wild Cat Creek,Los Gatos,Santa Clara,37.23478,-121.952761
-13575722.49,4471890.913,2193,08FG1287,Aug-92,2008/04/02 00:00:00+00,745,Inland,Fresh Water,Yes,Storm Drain / Ross Creek,Los Gatos,Santa Clara,37.234833,-121.952777
-13575775.38,4626896.097,2194,08FG1179,Aug-55,2008/03/22 00:00:00+00,1700,Inland,Fresh Water,Yes,Storm drain /Alamo Creek,Vacaville,Solano,38.335258,-121.953252
-13575948.91,4446424.338,2195,08FG0140,08-0198,2008/01/04 00:00:00+00,2200,Inland,Fresh Water,Yes,Moores Gulch Creek,Soquel,Santa Cruz,37.052475,-121.954811
-13576176.13,4586068.88,2196,08FG3428,Aug-26,2008/10/16 00:00:00+00,1630,Marine,Marine,Yes,Broad Slough,Pittsburg,Contra Costa,38.047005,-121.956852
-13576388.63,4513751.249,2197,08FG4056,Aug-59,2008/12/25 00:00:00+00,1000,Marine,Marine,Yes,Flood Control Channel to SF Bay,Fremont,Alameda,37.533625,-121.958761
-13576575.31,4437142.574,2198,08FG1091,Aug-83,2008/03/15 00:00:00+00,1019,Inland,Fresh Water,Yes,Storm drain,Soquel,Santa Cruz,36.985902,-121.960438
-13576643.43,4378936.509,2199,08FG0131,08-0176,2008/01/05 00:00:00+00,1400,Inland,Fresh Water,Yes,Storm Drain,Pebble Beach,Monterey,36.567094,-121.96105
-13576680.19,4632896.993,2200,08FG0330,08-0569,2008/01/19 00:00:00+00,1352,Inland,Fresh Water,Yes,unknown creek,Vacaville,Solano,38.37753,-121.96138
-13577219.18,4479927.063,2201,08FG3647,Aug-67,2008/11/17 00:00:00+00,1430,Inland,Fresh Water,Yes,Storm drain,Campbell,Santa Clara,37.292286,-121.966222
-13577589.65,4437380.327,2202,08FG0654,08-1089,2008/02/05 00:00:00+00,935,Inland,Fresh Water,Yes,"Storm Drain, Rodeo Creek",Santa Cruz,Santa Cruz,36.987608,-121.96955
-13577626.06,4519500.902,2203,08FG3247,Aug-32,2008/10/06 00:00:00+00,1000,Inland,Fresh Water,Yes,Niles Creek and Alameda Creek,Unincorporated county area,Alameda,37.574572,-121.969877
-13578197.58,4603019.754,2204,08FG0295,08-0488,2008/01/05 00:00:00+00,330,Marine,Marine,Yes,San Martin/Grizzly Island slough,Unicorporated Area,Solano,38.166822,-121.975011
-13578238.1,4618664.191,2205,08FG0934,08-1690,2008/02/28 00:00:00+00,1,Inland,Fresh Water,Yes,storm drain,Fairfield,Solano,38.27723,-121.975375
-13578295.54,4584842.679,2206,08FG0822,08-1446,2008/02/20 00:00:00+00,711,Inland,Fresh Water,Yes,Suisun Bay,Unincorporated county area,Contra Costa,38.03833,-121.975891
-13578443.71,4549210.005,2207,08FG1076,Aug-43,2008/03/13 00:00:00+00,1920,Inland,Fresh Water,Yes,San Ramon Creek,Danville,Contra Costa,37.785791,-121.977222
-13579242.97,4473230.894,2208,08FG1882,Aug-42,2008/04/21 00:00:00+00,730,Inland,Fresh Water,Yes,storm drain,Los Gatos,Santa Clara,37.244416,-121.984402
-13579308.87,4475041.251,2209,08FG0224,08-0346,2008/01/09 00:00:00+00,1600,Inland,Fresh Water,Yes,Smith Creek,Los Gatos,Santa Clara,37.257361,-121.984994
-13579832.96,4435792.388,2210,08FG3359,Aug-34,2008/10/19 00:00:00+00,949,Inland,Fresh Water,Yes,Storm Drain,Santa Cruz,Santa Cruz,36.976213,-121.989702
-13579914.9,4490771.943,2211,08FG1497,Aug-71,2008/04/03 00:00:00+00,1400,Inland,Fresh Water,Yes,storm drain,Santa Clara,Santa Clara,37.36975,-121.990438
-13580275.25,4588922.001,2212,08FG1625,Aug-45,2008/05/04 00:00:00+00,1738,Marine,Marine,Yes,Sasoon Bay, ,Solano,38.067186,-121.993675
-13580553.22,4613699.83,2213,08FG3403,Aug-79,2008/10/23 00:00:00+00,1300,Inland,Fresh Water,Yes,storm drain,Suisun City,Solano,38.242213,-121.996172
-13580821.59,4447289.867,2214,08FG1129,Aug-46,2008/03/18 00:00:00+00,800,Inland,Fresh Water,Yes,storm drain,Scotts Valley,Santa Cruz,37.05868,-121.998583
-13580903.86,4433449.028,2215,08FG2759,Aug-83,2008/08/20 00:00:00+00,1524,Marine,Marine,Yes,Santa Cruz Harbor,Santa Cruz,Santa Cruz,36.959394,-121.999322
-13580979.34,4579426.518,2216,08FG2101,Aug-30,2008/06/18 00:00:00+00,1310,Marine,Marine,Yes,San Pablo Bay,Rodeo,Contra Costa,38,-122
-13582076.07,4616688.197,2217,08FG1701,Aug-19,2008/05/11 00:00:00+00,1340,Inland,Fresh Water,Yes,Storm Drain,Fairfield,Solano,38.263294,-122.009852
-13582167.67,4482917.164,2218,08FG3957,Aug-53,2008/12/16 00:00:00+00,1330,Inland,Fresh Water,Yes,Storm drain,Cupertino,Santa Clara,37.313652,-122.010675
-13582525.11,4437460.462,2219,08FG2096,Aug-19,2008/06/18 00:00:00+00,940,Inland,Fresh Water,Yes,Branciforte Creek to San Lorenzo River,Santa Cruz,Santa Cruz,36.988183,-122.013886
-13582541.85,4829103.546,2220,08FG2821,Aug-21,2008/08/26 00:00:00+00,1400,Inland,Fresh Water,Yes,Sacramento River,Unincorporated county area,Glenn,39.746019,-122.014036
-13582544.3,4873557.234,2221,08FG0573,08-0951,2008/01/31 00:00:00+00,1030,Inland,Fresh Water,Yes,Mill Creek,Unincorporated county area,Tehama,40.052377,-122.014058
-13582949.35,4436418.338,2222,08FG1825,Aug-14,2008/05/23 00:00:00+00,1124,Inland,Fresh Water,Yes,Branciforte Creek control channel,Santa Cruz,Santa Cruz,36.980705,-122.017697
-13583198.61,4612923.571,2223,08FG0146,08-0208,2008/01/06 00:00:00+00,1533,Marine,Marine,Yes,Drainage Ditch,Suisun City,Solano,38.236736,-122.019936
-13583203.83,4433575.525,2224,08FG1798,Aug-33,2008/05/20 00:00:00+00,915,Marine,Marine,Yes,Pacific Ocean,Santa Cruz,Santa Cruz,36.960302,-122.019983
-13583296.56,4437849.577,2225,08FG0148,08-0211,2008/01/06 00:00:00+00,1700,Inland,Fresh Water,Yes,culvert on the side of Highway 17,Santa Cruz,Santa Cruz,36.990975,-122.020816
-13583350.44,4491309.55,2226,08FG1096,Aug-89,2008/03/15 00:00:00+00,2000,Inland,Fresh Water,Yes,Storm Drain,Sunnyvale,Santa Clara,37.373588,-122.0213
